,Title,imdbID,year,Poster,Genre
3076,The Mighty,tt0119670,1998,http://ia.media-imdb.com/images/M/MV5BMjE2ODQzNDgwNF5BMl5BanBnXkFtZTcwNDI5OTEyMQ@@._V1_SX300.jpg,"Comedy, Drama"
3077,Buffalo '66,tt0118789,1998,http://ia.media-imdb.com/images/M/MV5BMTMwOTM5NzkwOV5BMl5BanBnXkFtZTcwNzk0NjcyMQ@@._V1_SX300.jpg,"Comedy, Drama"
3078,Dancing at Lughnasa,tt0120643,1998,http://ia.media-imdb.com/images/M/MV5BMTQ5NzQ3ODEzNl5BMl5BanBnXkFtZTYwODU2MDc5._V1_SX300.jpg,"Drama, Romance"
3079,Pecker,tt0126604,1998,http://ia.media-imdb.com/images/M/MV5BMTU4NTYxOTM1MF5BMl5BanBnXkFtZTcwNzc5OTkxMQ@@._V1_SX300.jpg,"Comedy, Drama"
3080,The Impostors,tt0120823,1998,http://ia.media-imdb.com/images/M/MV5BMTc5MTAxNzQwOF5BMl5BanBnXkFtZTcwNzY4MDQyMQ@@._V1_SX300.jpg,Comedy
3081,Tarzan and the Lost City,tt0120856,1998,http://ia.media-imdb.com/images/M/MV5BMTQ5OTQ0NDI2MF5BMl5BanBnXkFtZTcwNTM2MzQyMQ@@._V1_SX300.jpg,"Action, Adventure, Family"
3082,Zero Effect,tt0120906,1998,http://ia.media-imdb.com/images/M/MV5BMTQ2NzYxMzI5Nl5BMl5BanBnXkFtZTcwMjkzMzMyMQ@@._V1_SX300.jpg,"Comedy, Crime, Drama"
3083,Billy's Hollywood Screen Kiss,tt0137386,1998,http://ia.media-imdb.com/images/M/MV5BMTMxMTMyNzA2Nl5BMl5BanBnXkFtZTcwMzUxMjgxMQ@@._V1_SX300.jpg,"Comedy, Romance"
3084,High Art,tt0139362,1998,http://ia.media-imdb.com/images/M/MV5BMjAyMjIwMzM3M15BMl5BanBnXkFtZTcwOTU0MDYyMQ@@._V1_SX300.jpg,"Drama, Romance"
3085,Hurlyburly,tt0119336,1998,http://ia.media-imdb.com/images/M/MV5BNjU4NDA2MTA2NF5BMl5BanBnXkFtZTYwMTc4Mjg5._V1_SX300.jpg,"Comedy, Drama"
3086,Clay Pigeons,tt0118863,1998,http://ia.media-imdb.com/images/M/MV5BMTc1NzExNDY3M15BMl5BanBnXkFtZTcwMTkzODQyMQ@@._V1_SX300.jpg,"Comedy, Crime"
3087,A Soldier's Daughter Never Cries,tt0120835,1998,http://ia.media-imdb.com/images/M/MV5BMjAwMjU3MjIxNl5BMl5BanBnXkFtZTcwOTYwMTgxMQ@@._V1_SX300.jpg,Drama
3088,The Gingerbread Man,tt0119196,1998,http://ia.media-imdb.com/images/M/MV5BMTQ1NTg5ODg3NV5BMl5BanBnXkFtZTcwNTUwODgxMQ@@._V1_SX300.jpg,Thriller
3089,The Celebration,tt0154420,1998,http://ia.media-imdb.com/images/M/MV5BMjYzMTYwNTIyMV5BMl5BanBnXkFtZTcwOTU2MjM2NQ@@._V1_SX300.jpg,Drama
3090,In God's Hands,tt0140282,1998,http://ia.media-imdb.com/images/M/MV5BMTU0OTcwOTEzMF5BMl5BanBnXkFtZTcwNDM1NjEyMQ@@._V1_SX300.jpg,"Action, Drama, Sport"
3091,Cousin Bette,tt0118894,1998,http://ia.media-imdb.com/images/M/MV5BMTk3MDc1MzY0MF5BMl5BanBnXkFtZTcwMjcyNzgxMQ@@._V1_SX300.jpg,"Comedy, Drama"
3092,One Tough Cop,tt0122642,1998,http://ia.media-imdb.com/images/M/MV5BMTcyMTg1NTE1NV5BMl5BanBnXkFtZTcwNzQzMjMyMQ@@._V1_SX300.jpg,"Action, Crime"
3093,Permanent Midnight,tt0120788,1998,http://ia.media-imdb.com/images/M/MV5BMTYxNDk5NTI2NV5BMl5BanBnXkFtZTcwMzk1NzMyMQ@@._V1_SX300.jpg,"Biography, Drama, Romance"
3094,A Price Above Rubies,tt0120793,1998,http://ia.media-imdb.com/images/M/MV5BMTgwMDA3MDk2MV5BMl5BanBnXkFtZTcwNTMxMDMyMQ@@._V1_SX300.jpg,"Drama, Romance"
3095,Velvet Goldmine,tt0120879,1998,http://ia.media-imdb.com/images/M/MV5BNTYyMTMxMDc5MF5BMl5BanBnXkFtZTcwMzM0MzU5Ng@@._V1_SX300.jpg,"Drama, Music"
3096,Another Day in Paradise,tt0127722,1998,http://ia.media-imdb.com/images/M/MV5BMTYwMjA1MTU5OF5BMl5BanBnXkFtZTcwMTA0MTQyMQ@@._V1_SX300.jpg,"Crime, Drama, Thriller"
3097,Slam,tt0139615,1998,http://ia.media-imdb.com/images/M/MV5BMTA3MDE4Njk4MDheQTJeQWpwZ15BbWU3MDY3NDcwMjE@._V1_SX300.jpg,Drama
3098,Freedom Strike,tt0119153,1998,http://ia.media-imdb.com/images/M/MV5BMTc2MDA3NzE0NV5BMl5BanBnXkFtZTcwNjQ3NTEyMQ@@._V1_SX300.jpg,"Drama, Action"
3099,Without Limits,tt0119934,1998,http://ia.media-imdb.com/images/M/MV5BMTQ4MTk3NTEwOV5BMl5BanBnXkFtZTcwNTQ0NTcxMQ@@._V1_SX300.jpg,"Biography, Drama, Sport"
3100,Strangeland,tt0124102,1998,http://ia.media-imdb.com/images/M/MV5BMTI5Nzg5ODM2M15BMl5BanBnXkFtZTcwODk3NTkxMQ@@._V1_SX300.jpg,"Horror, Thriller"
3101,Polish Wedding,tt0119910,1998,http://ia.media-imdb.com/images/M/MV5BMTYwMTg1MTAwNV5BMl5BanBnXkFtZTcwMzU0MjQyMQ@@._V1_SX300.jpg,"Comedy, Drama, Romance"
3102,"Dancer, Texas Pop. 81",tt0118925,1998,http://ia.media-imdb.com/images/M/MV5BMjE0NjE2ODM4MV5BMl5BanBnXkFtZTYwNTk2NDg5._V1_SX300.jpg,"Comedy, Drama, Family"
3103,MTV Revue with Ice Cube,tt0401610,1998,N/A,Music
3104,3 Ninjas: High Noon at Mega Mountain,tt0118539,1998,http://ia.media-imdb.com/images/M/MV5BMjAzMjQxNTc5N15BMl5BanBnXkFtZTcwMTUwMzAzMQ@@._V1_SX300.jpg,"Action, Adventure, Comedy"
3105,Love Is the Devil: Study for a Portrait of Francis Bacon,tt0119577,1998,http://ia.media-imdb.com/images/M/MV5BMzAyMzQ0NDE5M15BMl5BanBnXkFtZTcwMzk4NTYxMQ@@._V1_SX300.jpg,"Biography, Drama"
3106,Monument Ave.,tt0119802,1998,http://ia.media-imdb.com/images/M/MV5BMjAyMjYxNDczNV5BMl5BanBnXkFtZTcwNDk0NDYyMQ@@._V1_SX300.jpg,"Crime, Drama, Thriller"
3107,Whatever,tt0140688,1998,http://ia.media-imdb.com/images/M/MV5BMTI3ODUzNTcwOF5BMl5BanBnXkFtZTYwNTU0MTk5._V1_SX300.jpg,Drama
3108,Wide Awake,tt0120510,1998,http://ia.media-imdb.com/images/M/MV5BMTM4OTIwNTcxNV5BMl5BanBnXkFtZTcwNjU1MzE2MQ@@._V1_SX300.jpg,"Comedy, Drama, Family"
3109,A Place Called Chiapas,tt0145394,1998,http://ia.media-imdb.com/images/M/MV5BMTIyNzc2NjU2NF5BMl5BanBnXkFtZTcwODI3OTgyMQ@@._V1_SX300.jpg,Documentary
3110,The Land Girls,tt0119494,1998,http://ia.media-imdb.com/images/M/MV5BMTAzNjkzOTgwODleQTJeQWpwZ15BbWU3MDk3NzE2MTE@._V1_SX300.jpg,"Drama, Romance, War"
3111,No Looking Back,tt0119560,1998,http://ia.media-imdb.com/images/M/MV5BMTY3NzQ0NDAxOV5BMl5BanBnXkFtZTcwMzA1NDMyMQ@@._V1_SX300.jpg,"Comedy, Drama, Romance"
3112,Chairman of the Board,tt0118836,1998,http://ia.media-imdb.com/images/M/MV5BNjUxMDAyMzUyNV5BMl5BanBnXkFtZTcwNDE4MTMyMQ@@._V1_SX300.jpg,Comedy
3113,The Hi-Lo Country,tt0120699,1998,http://ia.media-imdb.com/images/M/MV5BNDg4OTAxNzkzNV5BMl5BanBnXkFtZTYwNTI1NTU5._V1_SX300.jpg,"Drama, Romance, Western"
3114,Fallen Angels,tt0127552,1998,N/A,"Animation, Thriller"
3115,Six-String Samurai,tt0118736,1998,http://ia.media-imdb.com/images/M/MV5BOTg4NjUyMjE5NV5BMl5BanBnXkFtZTgwMjc4MjMxMDE@._V1_SX300.jpg,"Action, Adventure, Comedy"
3116,Close Up: Dennis Potter Under the Skin,tt0285517,1998,N/A,Documentary
3117,Sour Grapes,tt0120838,1998,http://ia.media-imdb.com/images/M/MV5BNTg4NDU5Njk2OF5BMl5BanBnXkFtZTYwMjQ1MzE5._V1_SX300.jpg,Comedy
3118,Music from Another Room,tt0119734,1998,http://ia.media-imdb.com/images/M/MV5BMTMwNjc1NTYxNl5BMl5BanBnXkFtZTcwNTQ5MjYxMQ@@._V1_SX300.jpg,"Comedy, Drama, Romance"
3119,Shattered Image,tt0143874,1998,http://ia.media-imdb.com/images/M/MV5BMTU5NTc5ODQ2OF5BMl5BanBnXkFtZTcwMjk5NjkxMQ@@._V1_SX300.jpg,"Crime, Drama, Fantasy"
3120,Little Men,tt0145048,1998,http://ia.media-imdb.com/images/M/MV5BMTQ2Njc5NzkzN15BMl5BanBnXkFtZTcwMzcwNjUyMQ@@._V1_SX300.jpg,Drama
3121,The Brandon Teena Story,tt0144801,1998,http://ia.media-imdb.com/images/M/MV5BMTI2NTAzMTQ5OV5BMl5BanBnXkFtZTcwNTgxNDkxMQ@@._V1_SX300.jpg,"Documentary, Biography"
3122,Slappy and the Stinkers,tt0120213,1998,http://ia.media-imdb.com/images/M/MV5BMTY2NjI4MzkzNV5BMl5BanBnXkFtZTcwMTE0MzcyMQ@@._V1_SX300.jpg,"Comedy, Family"
3123,Homegrown,tt0119305,1998,http://ia.media-imdb.com/images/M/MV5BMTI5NjEzNzYyMl5BMl5BanBnXkFtZTYwMjM1Njg5._V1_SX300.jpg,"Comedy, Crime, Drama"
3124,The Theory of Flight,tt0120861,1998,http://ia.media-imdb.com/images/M/MV5BMTk5MDk2OTMyM15BMl5BanBnXkFtZTcwMjg4MTkzMQ@@._V1_SX300.jpg,"Comedy, Drama, Romance"
3125,The Mirror,tt0157999,1998,N/A,"Drama, Short"
3126,Safe Men,tt0120813,1998,http://ia.media-imdb.com/images/M/MV5BMTc0MDcxNTc5NF5BMl5BanBnXkFtZTYwMDg4Mjg5._V1_SX300.jpg,"Comedy, Crime"
3127,Phoenix,tt0119892,1998,http://ia.media-imdb.com/images/M/MV5BNTU2Mzk5MzU4MV5BMl5BanBnXkFtZTcwNDQ2NDgxMQ@@._V1_SX300.jpg,"Crime, Drama"
3128,Talk of Angels,tt0120271,1998,http://ia.media-imdb.com/images/M/MV5BMTI1MTI5NTk4OF5BMl5BanBnXkFtZTcwNTI4NDUyMQ@@._V1_SX300.jpg,"Drama, Romance, War"
3129,Dear Jesse,tt0150290,1998,http://ia.media-imdb.com/images/M/MV5BMjE2NjU3MTE1NV5BMl5BanBnXkFtZTcwOTcyNzc3MQ@@._V1_SX300.jpg,Documentary
3130,The Break-In,tt0173693,1998,N/A,Short
3131,Savior,tt0120070,1998,http://ia.media-imdb.com/images/M/MV5BMTkwNTE1MDUxNF5BMl5BanBnXkFtZTcwNDg1ODEyMQ@@._V1_SX300.jpg,"Drama, War"
3132,Storefront Hitchcock,tt0120219,1998,http://ia.media-imdb.com/images/M/MV5BNDI5MzczMzU4N15BMl5BanBnXkFtZTcwNjEzNzAyMQ@@._V1_SX300.jpg,"Documentary, Music"
3133,True Friends,tt0139669,1998,http://ia.media-imdb.com/images/M/MV5BMTk1NjUzNDk2Ml5BMl5BanBnXkFtZTcwMTA1MzIyMQ@@._V1_SX300.jpg,Drama
3134,The Last Broadcast,tt0122143,1998,http://ia.media-imdb.com/images/M/MV5BMTM5Mjg3NjM0OF5BMl5BanBnXkFtZTcwNTE4MDczMQ@@._V1_SX300.jpg,"Crime, Horror, Mystery"
3135,Hi-Life,tt0132213,1998,http://ia.media-imdb.com/images/M/MV5BMTM0NzkzNzA0Ml5BMl5BanBnXkFtZTcwNzA3NzUyMQ@@._V1_SX300.jpg,"Comedy, Romance"
3136,The Jew in the Lotus,tt0145007,1998,N/A,Documentary
3137,Blood of His Own,tt0166104,1998,N/A,N/A
3138,Reach the Rock,tt0119986,1998,http://ia.media-imdb.com/images/M/MV5BMTc5NDE5NDEzN15BMl5BanBnXkFtZTcwNTY2NzUxMQ@@._V1_SX300.jpg,"Comedy, Drama"
3139,Thursday,tt0124901,1998,http://ia.media-imdb.com/images/M/MV5BMTkyNzExNTg1OV5BMl5BanBnXkFtZTcwMzQwNTgzMQ@@._V1_SX300.jpg,"Action, Comedy, Crime"
3140,Star Wars: Episode I - The Phantom Menace,tt0120915,1999,http://ia.media-imdb.com/images/M/MV5BMTQ4NjEwNDA2Nl5BMl5BanBnXkFtZTcwNDUyNDQzNw@@._V1_SX300.jpg,"Action, Adventure, Fantasy"
3141,The Sixth Sense,tt0167404,1999,http://ia.media-imdb.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"Drama, Mystery, Thriller"
3142,Toy Story 2,tt0120363,1999,http://ia.media-imdb.com/images/M/MV5BMTQ0OTU0NTcyNl5BMl5BanBnXkFtZTcwOTk5Mjc4OA@@._V1_SX300.jpg,"Animation, Adventure, Comedy"
3143,Austin Powers: The Spy Who Shagged Me,tt0145660,1999,http://ia.media-imdb.com/images/M/MV5BMjEwMDk0MzgxNV5BMl5BanBnXkFtZTYwNjMzMDc3._V1_SX300.jpg,"Action, Adventure, Comedy"
3144,The Matrix,tt0133093,1999,http://ia.media-imdb.com/images/M/MV5BMTkxNDYxOTA4M15BMl5BanBnXkFtZTgwNTk0NzQxMTE@._V1_SX300.jpg,"Action, Sci-Fi"
3145,Tarzan,tt0120855,1999,http://ia.media-imdb.com/images/M/MV5BMTIxNzY1MDg2Ml5BMl5BanBnXkFtZTcwMDgxMDEzMQ@@._V1_SX300.jpg,"Animation, Adventure, Family"
3146,Big Daddy,tt0142342,1999,http://ia.media-imdb.com/images/M/MV5BMTgwODU4MTg5M15BMl5BanBnXkFtZTcwNjM2NjkxMQ@@._V1_SX300.jpg,"Comedy, Drama"
3147,The Mummy,tt0120616,1999,http://ia.media-imdb.com/images/M/MV5BMTcwMjQ3Mjk0MV5BMl5BanBnXkFtZTgwNzcxNTYxMTE@._V1_SX300.jpg,"Action, Adventure, Fantasy"
3148,Runaway Bride,tt0163187,1999,http://ia.media-imdb.com/images/M/MV5BOTcxMDU2ODc5OV5BMl5BanBnXkFtZTcwNTA0NzMyMQ@@._V1_SX300.jpg,"Comedy, Romance"
3149,The Blair Witch Project,tt0185937,1999,http://ia.media-imdb.com/images/M/MV5BMTg0NjMyNTY4OF5BMl5BanBnXkFtZTYwOTMxOTY4._V1_SX300.jpg,Horror
3150,Stuart Little,tt0164912,1999,http://ia.media-imdb.com/images/M/MV5BMjAzNTM1MTU4NV5BMl5BanBnXkFtZTYwNjQ3Mjk4._V1_SX300.jpg,"Animation, Adventure, Comedy"
3151,The Green Mile,tt0120689,1999,http://ia.media-imdb.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_SX300.jpg,"Crime, Drama, Fantasy"
3152,American Beauty,tt0169547,1999,http://ia.media-imdb.com/images/M/MV5BMjM4NTI5NzYyNV5BMl5BanBnXkFtZTgwNTkxNTYxMTE@._V1_SX300.jpg,"Drama, Romance"
3153,The World Is Not Enough,tt0143145,1999,http://ia.media-imdb.com/images/M/MV5BMjA0MzUyNjg0MV5BMl5BanBnXkFtZTcwNDY5MDg0NA@@._V1_SX300.jpg,"Action, Adventure, Thriller"
3154,Double Jeopardy,tt0150377,1999,http://ia.media-imdb.com/images/M/MV5BMTQ3OTU3MTIyNV5BMl5BanBnXkFtZTcwMDY0NjIyMQ@@._V1_SX300.jpg,"Crime, Mystery, Thriller"
3155,Notting Hill,tt0125439,1999,http://ia.media-imdb.com/images/M/MV5BMTQ4MDg5MTE1N15BMl5BanBnXkFtZTgwNDA4NjQxMTE@._V1_SX300.jpg,"Comedy, Drama, Romance"
3156,Wild Wild West,tt0120891,1999,http://ia.media-imdb.com/images/M/MV5BNDI5NDk5MjgxMl5BMl5BanBnXkFtZTcwNjI1MTUyMQ@@._V1_SX300.jpg,"Action, Western, Comedy"
3157,Analyze This,tt0122933,1999,http://ia.media-imdb.com/images/M/MV5BMTQxNjM3ODQ0OF5BMl5BanBnXkFtZTgwNjk1Mzk5MDE@._V1_SX300.jpg,"Comedy, Crime"
3158,The General's Daughter,tt0144214,1999,http://ia.media-imdb.com/images/M/MV5BMTg1NTkyMzgxOV5BMl5BanBnXkFtZTYwMDc5NjI5._V1_SX300.jpg,"Drama, Mystery, Thriller"
3159,American Pie,tt0163651,1999,http://ia.media-imdb.com/images/M/MV5BMTg3ODY5ODI1NF5BMl5BanBnXkFtZTgwMTkxNTYxMTE@._V1_SX300.jpg,"Comedy, Romance"
3160,Sleepy Hollow,tt0162661,1999,http://ia.media-imdb.com/images/M/MV5BMTY4NjMzNDY2N15BMl5BanBnXkFtZTcwNDMyMDI5MQ@@._V1_SX300.jpg,"Drama, Horror, Mystery"
3161,Inspector Gadget,tt0141369,1999,http://ia.media-imdb.com/images/M/MV5BMTU5NDkwMTUxN15BMl5BanBnXkFtZTcwNzM2OTMyMQ@@._V1_SX300.jpg,"Action, Adventure, Comedy"
3162,The Haunting,tt0171363,1999,http://ia.media-imdb.com/images/M/MV5BMTY4ODczMTMxNV5BMl5BanBnXkFtZTYwMTI4Nzc5._V1_SX300.jpg,"Fantasy, Horror, Mystery"
3163,Entrapment,tt0137494,1999,http://ia.media-imdb.com/images/M/MV5BMTAxNDQzNzAzMDZeQTJeQWpwZ15BbWU4MDYwNjM5OTAx._V1_SX300.jpg,"Action, Crime, Romance"
3164,Payback,tt0120784,1999,http://ia.media-imdb.com/images/M/MV5BMjEzNTcxNzU0Ml5BMl5BanBnXkFtZTgwNjIwODQxMTE@._V1_SX300.jpg,"Action, Crime, Drama"
3165,The Talented Mr. Ripley,tt0134119,1999,http://ia.media-imdb.com/images/M/MV5BMTg5NzQ4ODU1OF5BMl5BanBnXkFtZTgwNjkxNTYxMTE@._V1_SX300.jpg,"Crime, Drama, Thriller"
3166,Any Given Sunday,tt0146838,1999,http://ia.media-imdb.com/images/M/MV5BMTk1NTg3MjY0Nl5BMl5BanBnXkFtZTgwOTE5MDgxMTE@._V1_SX300.jpg,"Drama, Sport"
3167,Deep Blue Sea,tt0149261,1999,http://ia.media-imdb.com/images/M/MV5BMTU2NzM2Mjg2Ml5BMl5BanBnXkFtZTYwNjI5Mjg5._V1_SX300.jpg,"Action, Sci-Fi, Thriller"
3168,Galaxy Quest,tt0177789,1999,http://ia.media-imdb.com/images/M/MV5BMjA0NjM1ODkyMl5BMl5BanBnXkFtZTcwODY0NDMzMg@@._V1_SX300.jpg,"Adventure, Comedy, Sci-Fi"
3169,The Thomas Crown Affair,tt0155267,1999,http://ia.media-imdb.com/images/M/MV5BMTI0MzE4ODU0OF5BMl5BanBnXkFtZTYwMTQ4MDk5._V1_SX300.jpg,"Crime, Romance, Thriller"
3170,Blue Streak,tt0181316,1999,http://ia.media-imdb.com/images/M/MV5BMjA1NDQ2MDU0MV5BMl5BanBnXkFtZTcwNjU2MDQyMQ@@._V1_SX300.jpg,"Action, Comedy, Crime"
3171,End of Days,tt0146675,1999,http://ia.media-imdb.com/images/M/MV5BMjExNjM5MzMwM15BMl5BanBnXkFtZTYwNjc2Njk4._V1_SX300.jpg,"Action, Fantasy, Horror"
3172,The Bone Collector,tt0145681,1999,http://ia.media-imdb.com/images/M/MV5BMjAyNTUyNjkzNl5BMl5BanBnXkFtZTgwMTk3ODYxMTE@._V1_SX300.jpg,"Crime, Drama, Mystery"
3173,Bowfinger,tt0131325,1999,http://ia.media-imdb.com/images/M/MV5BMTI4MTQwMDI3M15BMl5BanBnXkFtZTcwNTI4MzUxMQ@@._V1_SX300.jpg,Comedy
3174,Deuce Bigalow: Male Gigolo,tt0205000,1999,http://ia.media-imdb.com/images/M/MV5BNjg4OTE5ODAzM15BMl5BanBnXkFtZTcwODY4NTMzMQ@@._V1_SX300.jpg,"Comedy, Romance"
3175,Life,tt0123964,1999,http://ia.media-imdb.com/images/M/MV5BMjAwMTEwMDAwMl5BMl5BanBnXkFtZTcwODk4NDgyMQ@@._V1_SX300.jpg,"Comedy, Crime, Drama"
3176,She's All That,tt0160862,1999,http://ia.media-imdb.com/images/M/MV5BMTcyNDQwNzY3Nl5BMl5BanBnXkFtZTcwODkwNzYxMQ@@._V1_SX300.jpg,"Comedy, Romance"
3177,Three Kings,tt0120188,1999,http://ia.media-imdb.com/images/M/MV5BMTI0ODg0NTA4Ml5BMl5BanBnXkFtZTcwNDEwNTEzMQ@@._V1_SX300.jpg,"Action, Adventure, Comedy"
3178,Bicentennial Man,tt0182789,1999,http://ia.media-imdb.com/images/M/MV5BMTczMzQyNTgxMF5BMl5BanBnXkFtZTYwMDY5MzI5._V1_SX300.jpg,"Comedy, Drama, Sci-Fi"
3179,The Cider House Rules,tt0124315,1999,http://ia.media-imdb.com/images/M/MV5BOTYwNjU2NjUzNF5BMl5BanBnXkFtZTgwNTgyMDUxMDE@._V1_SX300.jpg,"Drama, Romance"
3180,Eyes Wide Shut,tt0120663,1999,http://ia.media-imdb.com/images/M/MV5BMjA5NTUwNjI1N15BMl5BanBnXkFtZTYwOTE1ODc5._V1_SX300.jpg,"Drama, Mystery, Thriller"
3181,Never Been Kissed,tt0151738,1999,http://ia.media-imdb.com/images/M/MV5BMTQyODI1Njg3Ml5BMl5BanBnXkFtZTcwNTI0MDcyMQ@@._V1_SX300.jpg,"Comedy, Drama, Romance"
3182,Varsity Blues,tt0139699,1999,http://ia.media-imdb.com/images/M/MV5BMTc2OTMxOTQzNV5BMl5BanBnXkFtZTgwMzAxNzQxMTE@._V1_SX300.jpg,"Comedy, Drama, Romance"
3183,Forces of Nature,tt0141098,1999,http://ia.media-imdb.com/images/M/MV5BMTI4MjYwMzk5MF5BMl5BanBnXkFtZTYwNTY1MzA5._V1_SX300.jpg,"Comedy, Romance"
3184,Message in a Bottle,tt0139462,1999,http://ia.media-imdb.com/images/M/MV5BMTQyMDMxMDkwNV5BMl5BanBnXkFtZTcwMDQ0NzcyMQ@@._V1_SX300.jpg,"Drama, Romance"
3185,The Hurricane,tt0174856,1999,http://ia.media-imdb.com/images/M/MV5BMTA3OTYxMzg0MDFeQTJeQWpwZ15BbWU4MDY1MjY0MTEx._V1_SX300.jpg,"Biography, Drama, Sport"
3186,Stigmata,tt0145531,1999,http://ia.media-imdb.com/images/M/MV5BMTQwMDA1NzI4OV5BMl5BanBnXkFtZTcwNzM4MjM3NA@@._V1_SX300.jpg,Horror
3187,House on Haunted Hill,tt0185371,1999,http://ia.media-imdb.com/images/M/MV5BMTQyNTM1NTQxM15BMl5BanBnXkFtZTYwMjk0MDM5._V1_SX300.jpg,"Horror, Mystery, Thriller"
3188,Anna and the King,tt0166485,1999,http://ia.media-imdb.com/images/M/MV5BMTQ0Njk4Njc1NF5BMl5BanBnXkFtZTYwNjIyNDc4._V1_SX300.jpg,"Drama, History, Romance"
3189,Cruel Intentions,tt0139134,1999,http://ia.media-imdb.com/images/M/MV5BMjMxNjM5OTQ2M15BMl5BanBnXkFtZTgwNjUxNzYxMTE@._V1_SX300.jpg,"Drama, Romance"
3190,10 Things I Hate About You,tt0147800,1999,http://ia.media-imdb.com/images/M/MV5BMTI4MzU5OTc2MF5BMl5BanBnXkFtZTYwNzQxMjc5._V1_SX300.jpg,"Comedy, Drama, Romance"
3191,Fight Club,tt0137523,1999,http://ia.media-imdb.com/images/M/MV5BMjIwNTYzMzE1M15BMl5BanBnXkFtZTcwOTE5Mzg3OA@@._V1_SX300.jpg,Drama
3192,My Favorite Martian,tt0120764,1999,http://ia.media-imdb.com/images/M/MV5BMTYwMTk0MjYyMF5BMl5BanBnXkFtZTcwNDQ0MjcyMQ@@._V1_SX300.jpg,"Comedy, Family, Sci-Fi"
3193,8MM,tt0134273,1999,http://ia.media-imdb.com/images/M/MV5BMTIyMjE0MzEzOF5BMl5BanBnXkFtZTYwMTQ4MDg4._V1_SX300.jpg,"Crime, Drama, Mystery"
3194,For Love of the Game,tt0126916,1999,http://ia.media-imdb.com/images/M/MV5BMTcyMDk1ODM5N15BMl5BanBnXkFtZTYwNjYzNzQ5._V1_SX300.jpg,"Drama, Romance, Sport"
3195,Man on the Moon,tt0125664,1999,http://ia.media-imdb.com/images/M/MV5BMjA0ODEwMzEzNl5BMl5BanBnXkFtZTYwMTcyODQ5._V1_SX300.jpg,"Biography, Comedy, Drama"
3196,Instinct,tt0128278,1999,http://ia.media-imdb.com/images/M/MV5BMTM4MDc3MjExNl5BMl5BanBnXkFtZTcwMjg3OTMyMQ@@._V1_SX300.jpg,"Drama, Thriller"
3197,The Best Man,tt0168501,1999,http://ia.media-imdb.com/images/M/MV5BMTU3MjI5NzA1OV5BMl5BanBnXkFtZTcwMzM4MzAyMQ@@._V1_SX300.jpg,"Comedy, Drama"
3198,Mickey Blue Eyes,tt0130121,1999,http://ia.media-imdb.com/images/M/MV5BMTU5MTU0MjExMV5BMl5BanBnXkFtZTcwNDYwOTIyMQ@@._V1_SX300.jpg,"Comedy, Crime, Romance"
3199,The 13th Warrior,tt0120657,1999,http://ia.media-imdb.com/images/M/MV5BMTcxNTUxODYyN15BMl5BanBnXkFtZTYwMjgwMjY5._V1_SX300.jpg,"Action, Adventure, History"
3200,October Sky,tt0132477,1999,http://ia.media-imdb.com/images/M/MV5BMTc1NjgxOTk5N15BMl5BanBnXkFtZTgwODk0MzkyMTE@._V1_SX300.jpg,"Biography, Drama, Family"
3201,Lake Placid,tt0139414,1999,http://ia.media-imdb.com/images/M/MV5BODY0OTUzNzUzMF5BMl5BanBnXkFtZTYwMDg4Njg4._V1_SX300.jpg,"Comedy, Horror, Sci-Fi"
3202,Random Hearts,tt0156934,1999,http://ia.media-imdb.com/images/M/MV5BMTQzNjMzOTU5NV5BMl5BanBnXkFtZTYwODkyNzE5._V1_SX300.jpg,"Drama, Mystery, Romance"
3203,Dogma,tt0120655,1999,http://ia.media-imdb.com/images/M/MV5BMTYwMzkzNDQ1MV5BMl5BanBnXkFtZTcwMjAxNTEzMQ@@._V1_SX300.jpg,"Adventure, Comedy, Fantasy"
3204,Superstar,tt0167427,1999,http://ia.media-imdb.com/images/M/MV5BMjAwNDI4MjAxNF5BMl5BanBnXkFtZTcwOTE1MTMyMQ@@._V1_SX300.jpg,"Comedy, Romance"
3205,Mystery Men,tt0132347,1999,http://ia.media-imdb.com/images/M/MV5BMTM2NjM0NTIzN15BMl5BanBnXkFtZTcwNTg4MjEyMQ@@._V1_SX300.jpg,"Action, Comedy, Fantasy"
3206,The Insider,tt0140352,1999,http://ia.media-imdb.com/images/M/MV5BMjI2NjA5Mzc4Ml5BMl5BanBnXkFtZTgwODUxNjcxMTE@._V1_SX300.jpg,"Biography, Drama, Thriller"
3207,"Girl, Interrupted",tt0172493,1999,http://ia.media-imdb.com/images/M/MV5BMTk2MjIwNzkwMl5BMl5BanBnXkFtZTYwOTYwMzg2._V1_SX300.jpg,"Biography, Drama"
3208,The Out-of-Towners,tt0129280,1999,http://ia.media-imdb.com/images/M/MV5BMjAxODIyMzAxN15BMl5BanBnXkFtZTcwODE5MjkyMQ@@._V1_SX300.jpg,Comedy
